,amon,brp,cac,Cadps,Fife,Liprin-alpha,Pdf,Rab27,Rab3,Rbp,RhoGAP100F,Rim,Snap25,Syb,Syt1,Syt12,Syt14,Syt4,Syt7,Sytalpha,Sytbeta,Syx13,Syx16,Syx17,Syx18,Syx4,Syx5,Syx6,Syx7,Syx8,unc-13,date,experiment,exp_time
20190309_CLK856_LD_ZT02_AR12_CTAGAC,56,16,14,10,22,4,54,0,11,12,5,23,6,0,47,2,0,13,20,3,6,0,0,1,0,0,0,2,2,0,130,2019-03-09,LD,ZT02
20190309_CLK856_LD_ZT02_AR12_CTAGGA,13,5,15,8,17,1,36,0,2,12,7,16,6,0,36,0,0,15,5,5,2,0,1,0,0,0,0,1,0,0,25,2019-03-09,LD,ZT02
20190309_CLK856_LD_ZT02_AR12_CTAGTG,28,44,85,27,137,8,124,1,57,59,15,63,38,0,322,4,2,55,63,6,15,5,1,1,0,0,0,17,3,0,86,2019-03-09,LD,ZT02
20190309_CLK856_LD_ZT02_AR12_CTCAAC,45,8,43,22,9,0,48,0,14,18,19,41,12,0,113,0,1,32,22,1,0,0,0,3,0,0,0,0,0,0,62,2019-03-09,LD,ZT02
20190309_CLK856_LD_ZT02_AR12_CTCAGA,10,7,5,6,6,0,1155,0,10,8,14,25,0,0,19,0,0,11,3,1,27,0,0,0,1,0,0,2,0,1,21,2019-03-09,LD,ZT02
20190309_CLK856_LD_ZT02_AR12_CTCATG,10,11,20,11,12,9,31,0,8,4,7,18,14,0,48,0,0,12,3,2,6,2,0,0,1,1,0,0,0,0,44,2019-03-09,LD,ZT02
20190309_CLK856_LD_ZT02_AR12_CTGTAC,8,23,16,9,31,9,73,1,27,18,19,36,19,0,65,0,0,14,15,2,7,0,0,1,0,0,0,3,0,0,77,2019-03-09,LD,ZT02
20190309_CLK856_LD_ZT02_AR12_CTGTGA,6,1,2,3,0,0,19,0,0,2,1,5,2,0,2,0,0,0,13,0,1,0,0,0,0,0,0,1,1,0,24,2019-03-09,LD,ZT02
20190309_CLK856_LD_ZT02_AR12_CTGTTG,4,5,9,15,6,4,25,0,8,7,10,28,3,0,14,0,0,2,7,0,2,0,0,0,0,0,0,0,0,0,40,2019-03-09,LD,ZT02
20190309_CLK856_LD_ZT02_AR12_CTTCAC,34,49,28,16,18,5,90,0,26,20,9,25,14,1,97,2,0,16,29,0,9,1,0,0,1,0,0,1,0,1,54,2019-03-09,LD,ZT02
20190309_CLK856_LD_ZT02_AR12_CTTCGA,27,47,52,18,93,14,119,0,66,62,26,148,45,0,415,1,1,50,34,5,16,2,1,0,0,1,1,10,2,1,90,2019-03-09,LD,ZT02
20190309_CLK856_LD_ZT02_AR12_CTTCTG,2,4,2,1,2,1,11,0,2,0,1,23,2,0,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,9,2019-03-09,LD,ZT02
20190309_CLK856_LD_ZT02_AR12_GAAGAC,8,4,16,4,6,1,20,0,8,5,2,4,4,0,41,0,0,1,7,2,1,0,0,0,0,0,0,4,7,0,19,2019-03-09,LD,ZT02
20190309_CLK856_LD_ZT02_AR12_GAAGGA,3,3,4,5,2,2,20,0,3,5,6,12,3,0,39,0,0,8,4,1,9,0,0,0,0,0,0,0,0,0,32,2019-03-09,LD,ZT02
20190309_CLK856_LD_ZT02_AR12_GAAGTG,5,3,4,1,6,1,23,0,4,6,4,12,2,0,25,0,0,15,15,0,0,0,0,0,0,0,0,0,6,0,28,2019-03-09,LD,ZT02
20190309_CLK856_LD_ZT02_AR12_GACAAC,4,5,9,5,10,0,39,0,4,8,4,9,6,0,61,0,0,9,19,0,2,0,6,0,0,0,0,1,0,0,21,2019-03-09,LD,ZT02
20190309_CLK856_LD_ZT02_AR12_GACAGA,20,6,20,5,4,3,47,0,12,4,1,21,4,0,40,0,0,36,8,8,17,2,0,0,0,0,3,1,3,1,50,2019-03-09,LD,ZT02
20190309_CLK856_LD_ZT02_AR12_GACATG,9,9,15,7,12,0,27,0,16,3,11,20,9,0,48,0,0,4,4,2,2,0,0,4,0,1,0,0,0,0,31,2019-03-09,LD,ZT02
20190309_CLK856_LD_ZT02_AR12_GAGTAC,2,3,1,4,2,0,32,0,4,2,1,8,4,0,17,0,0,2,3,0,1,1,0,0,0,0,0,0,0,0,11,2019-03-09,LD,ZT02
20190309_CLK856_LD_ZT02_AR12_GAGTGA,18,1,0,1,6,0,334,0,1,2,4,2,0,0,5,0,0,5,1,1,2,0,0,0,0,0,0,1,0,2,8,2019-03-09,LD,ZT02
20190309_CLK856_LD_ZT02_AR12_GAGTTG,7,16,11,28,2,2,52,0,6,15,6,29,14,0,98,0,0,20,11,1,0,1,0,0,0,1,0,7,0,0,41,2019-03-09,LD,ZT02
20190309_CLK856_LD_ZT02_AR12_GATCAC,0,0,3,0,0,0,8,1,1,1,1,4,2,0,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,12,2019-03-09,LD,ZT02
20190309_CLK856_LD_ZT02_AR12_GATCGA,14,14,23,6,30,5,42,0,10,17,21,24,6,0,68,1,0,12,12,2,6,0,0,0,0,1,1,2,3,0,26,2019-03-09,LD,ZT02
20190309_CLK856_LD_ZT02_AR12_GATCTG,11,10,4,4,15,0,21,0,5,4,10,13,4,0,12,0,0,4,4,1,0,0,0,1,0,0,1,0,1,4,25,2019-03-09,LD,ZT02
20190309_CLK856_LD_ZT02_AR12_GTACAG,2,8,2,2,0,0,12,0,1,1,0,2,0,0,8,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,6,2019-03-09,LD,ZT02
20190309_CLK856_LD_ZT02_AR12_GTACCA,17,10,16,3,18,0,44,0,2,14,15,33,11,0,40,0,1,13,11,0,5,0,0,0,0,0,0,3,1,0,62,2019-03-09,LD,ZT02
20190309_CLK856_LD_ZT02_AR12_GTACTC,44,14,24,7,5,6,1189,0,16,15,21,22,8,0,29,1,0,37,5,4,42,0,0,0,0,0,0,7,1,1,26,2019-03-09,LD,ZT02
20190309_CLK856_LD_ZT02_AR12_GTCTAG,35,10,22,4,8,2,1268,1,26,12,16,34,3,0,60,0,0,18,9,10,35,0,0,0,1,0,0,2,5,2,42,2019-03-09,LD,ZT02
20190309_CLK856_LD_ZT02_AR12_GTCTCA,0,3,9,5,2,2,7,0,2,1,2,3,0,0,12,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,4,2019-03-09,LD,ZT02
20190309_CLK856_LD_ZT02_AR12_GTCTTC,4,4,6,5,3,3,47,0,4,3,1,8,3,0,26,0,0,7,5,1,3,0,1,0,0,1,0,1,1,1,19,2019-03-09,LD,ZT02
20190309_CLK856_LD_ZT02_AR12_GTGAAG,2,1,5,6,7,0,46,0,4,6,5,28,2,0,25,0,0,9,1,0,4,0,0,0,0,0,1,0,0,0,13,2019-03-09,LD,ZT02
20190309_CLK856_LD_ZT02_AR12_GTGACA,12,5,8,1,5,0,19,0,6,7,1,16,0,0,15,0,0,11,5,0,5,4,0,0,2,0,0,0,0,0,13,2019-03-09,LD,ZT02
20190309_CLK856_LD_ZT02_AR12_GTGATC,10,5,27,9,9,6,51,0,10,12,15,26,5,0,53,0,0,32,12,8,11,0,1,0,0,0,0,0,2,0,57,2019-03-09,LD,ZT02
20190309_CLK856_LD_ZT02_AR12_GTTGAG,2,1,2,5,3,1,19,0,2,11,4,12,3,0,16,0,0,9,0,1,0,0,0,4,0,0,0,1,0,0,28,2019-03-09,LD,ZT02
20190309_CLK856_LD_ZT02_AR12_GTTGCA,6,7,6,1,3,0,33,0,2,2,4,16,1,0,11,0,0,8,0,0,3,0,0,0,1,0,0,1,1,0,27,2019-03-09,LD,ZT02
20190309_CLK856_LD_ZT02_AR12_GTTGTC,5,6,3,1,2,0,27,0,0,7,1,24,2,0,12,0,0,1,1,1,2,0,0,0,3,0,0,0,0,0,7,2019-03-09,LD,ZT02
20190309_CLK856_LD_ZT02_AR12_TCACAG,10,8,23,15,18,2,33,0,17,22,20,28,10,0,100,0,0,7,10,10,6,2,0,1,0,0,0,0,2,0,80,2019-03-09,LD,ZT02
20190309_CLK856_LD_ZT02_AR12_TCACCA,0,7,4,5,2,0,15,0,2,3,6,3,0,0,39,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,21,2019-03-09,LD,ZT02
20190309_CLK856_LD_ZT02_AR12_TCACTC,3,4,6,3,3,1,48,0,2,3,11,10,2,0,24,0,1,2,2,1,2,0,0,0,0,0,0,1,0,0,8,2019-03-09,LD,ZT02
20190309_CLK856_LD_ZT02_AR12_TCCTAG,64,4,20,10,36,8,1216,0,29,18,23,65,2,0,42,0,1,27,7,4,43,4,0,3,0,0,0,0,1,0,63,2019-03-09,LD,ZT02
20190309_CLK856_LD_ZT02_AR12_TCCTCA,39,8,20,8,12,0,28,0,10,26,1,10,7,0,52,0,0,6,14,0,12,1,1,1,0,0,0,5,0,0,12,2019-03-09,LD,ZT02
20190309_CLK856_LD_ZT02_AR12_TCCTTC,5,6,5,5,5,1,36,1,5,8,2,17,13,0,34,0,0,13,10,0,2,0,0,0,0,0,0,0,0,2,35,2019-03-09,LD,ZT02
20190309_CLK856_LD_ZT02_AR12_TCGAAG,6,14,3,3,2,1,34,0,5,7,6,21,0,0,25,0,0,11,1,1,4,0,0,0,0,0,0,1,0,0,19,2019-03-09,LD,ZT02
20190309_CLK856_LD_ZT02_AR12_TCGACA,45,12,18,6,17,5,34,0,7,8,8,12,7,0,51,0,0,17,18,1,3,0,0,0,0,0,0,0,2,0,37,2019-03-09,LD,ZT02
20190309_CLK856_LD_ZT02_AR12_TCGATC,6,19,12,22,25,4,47,0,14,9,8,15,32,0,78,1,0,9,5,0,4,0,0,0,1,0,3,1,1,1,65,2019-03-09,LD,ZT02
20190309_CLK856_LD_ZT02_AR12_TCTGAG,4,10,15,18,5,1,27,0,4,4,12,22,16,0,64,0,0,9,9,1,1,0,0,0,0,0,0,4,0,0,30,2019-03-09,LD,ZT02
20190309_CLK856_LD_ZT02_AR12_TCTGCA,0,2,4,2,2,0,511,0,1,3,3,5,3,0,8,0,0,3,2,0,1,0,2,0,0,0,1,0,0,0,9,2019-03-09,LD,ZT02
20190309_CLK856_LD_ZT02_AR12_TCTGTC,53,11,11,13,10,8,110,0,28,20,12,35,9,0,125,0,0,37,10,9,20,0,0,0,0,2,0,1,0,0,60,2019-03-09,LD,ZT02
20190309_CLK856_LD_ZT02_AR12_TGAGAC,3,2,1,2,2,0,614,0,2,0,5,8,4,0,19,0,0,2,3,0,4,0,0,1,0,0,0,2,0,0,12,2019-03-09,LD,ZT02
20190309_CLK856_LD_ZT02_AR12_TGAGGA,4,7,9,1,20,4,18,0,1,10,3,25,7,0,35,2,0,13,18,0,11,0,0,0,0,0,0,0,0,0,16,2019-03-09,LD,ZT02
20190309_CLK856_LD_ZT02_AR12_TGAGTG,6,6,15,14,13,6,41,0,14,13,8,49,22,0,45,0,0,15,16,4,1,0,0,0,0,0,0,3,1,4,44,2019-03-09,LD,ZT02
20190309_CLK856_LD_ZT02_AR12_TGCAAC,17,19,18,9,4,1,53,0,3,47,7,12,19,0,95,0,0,29,21,1,0,0,0,0,0,0,0,1,0,0,39,2019-03-09,LD,ZT02
20190309_CLK856_LD_ZT02_AR12_TGCAGA,14,9,13,21,23,3,53,0,12,12,3,19,19,0,85,2,0,7,10,3,2,1,0,0,0,0,0,1,0,0,44,2019-03-09,LD,ZT02
20190309_CLK856_LD_ZT02_AR12_TGCATG,14,4,4,6,5,0,54,0,6,7,8,14,15,0,64,1,0,6,4,3,2,0,0,0,0,1,0,0,1,1,41,2019-03-09,LD,ZT02
20190309_CLK856_LD_ZT02_AR12_TGGTAC,5,15,14,11,13,0,36,0,11,19,29,12,3,0,35,0,1,13,5,2,1,0,0,0,0,0,0,3,0,0,40,2019-03-09,LD,ZT02
20190309_CLK856_LD_ZT02_AR12_TGGTGA,8,1,1,0,3,1,11,0,4,1,2,7,1,0,4,0,1,0,3,1,6,0,0,0,0,0,0,1,0,0,2,2019-03-09,LD,ZT02
20190309_CLK856_LD_ZT02_AR12_TGGTTG,8,4,5,2,21,1,23,0,7,4,4,13,1,0,31,0,0,15,6,1,3,0,1,0,0,0,0,0,0,0,20,2019-03-09,LD,ZT02
20190309_CLK856_LD_ZT02_AR12_TGTCAC,19,15,14,21,19,3,107,0,10,21,27,45,9,0,71,0,0,24,9,8,17,1,0,0,0,0,0,0,0,1,68,2019-03-09,LD,ZT02
20190309_CLK856_LD_ZT02_AR12_TGTCGA,30,11,4,6,6,0,27,0,24,6,2,8,0,0,24,0,0,9,10,0,7,0,1,0,0,0,1,0,2,0,21,2019-03-09,LD,ZT02
20190309_CLK856_LD_ZT02_AR12_TGTCTG,1,3,5,3,6,1,12,0,6,2,2,19,2,0,27,0,0,19,6,0,5,0,0,0,0,0,0,2,2,0,23,2019-03-09,LD,ZT02
20181231_CLK856_LD_ZT02_AR03_ACAGAC,0,1,0,0,2,0,18,0,1,1,1,0,2,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2018-12-31,LD,ZT02
20181231_CLK856_LD_ZT02_AR03_ACAGGA,1,5,13,2,8,3,34,0,9,4,1,7,9,0,16,0,1,12,6,0,6,0,0,0,0,0,0,1,0,0,6,2018-12-31,LD,ZT02
20181231_CLK856_LD_ZT02_AR03_ACAGTG,17,13,7,10,40,4,117,0,9,6,22,28,7,6,30,2,1,6,7,1,2,1,0,0,0,1,0,0,0,0,45,2018-12-31,LD,ZT02
20181231_CLK856_LD_ZT02_AR03_ACCAAC,1,1,0,1,0,0,16,0,1,1,2,1,0,0,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,3,2018-12-31,LD,ZT02
20181231_CLK856_LD_ZT02_AR03_ACCAGA,5,1,1,0,3,0,32,0,1,0,0,0,0,0,3,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,2,2018-12-31,LD,ZT02
20181231_CLK856_LD_ZT02_AR03_ACCATG,6,16,19,14,28,4,43,1,4,5,9,15,14,0,46,0,0,13,6,0,10,0,1,1,0,1,0,2,0,0,50,2018-12-31,LD,ZT02
20181231_CLK856_LD_ZT02_AR03_ACGTAC,4,11,13,9,16,1,79,1,4,3,4,12,8,0,22,0,1,5,12,1,2,1,0,0,0,3,0,1,0,0,53,2018-12-31,LD,ZT02
20181231_CLK856_LD_ZT02_AR03_ACGTGA,2,8,2,7,10,2,61,0,7,8,5,10,19,0,22,0,0,2,10,0,1,0,0,0,0,2,0,0,1,0,37,2018-12-31,LD,ZT02
20181231_CLK856_LD_ZT02_AR03_ACGTTG,27,7,12,11,8,4,124,0,13,7,6,43,4,0,32,0,0,21,10,5,10,6,0,0,0,1,0,1,2,0,27,2018-12-31,LD,ZT02
20181231_CLK856_LD_ZT02_AR03_ACTCAC,12,6,9,11,13,1,83,0,8,8,5,14,1,0,28,0,0,8,7,6,4,0,0,0,0,2,0,0,0,0,32,2018-12-31,LD,ZT02
20181231_CLK856_LD_ZT02_AR03_ACTCGA,8,4,10,3,6,1,52,0,7,8,6,10,15,0,12,3,0,5,5,3,1,0,0,0,0,1,1,1,6,0,26,2018-12-31,LD,ZT02
20181231_CLK856_LD_ZT02_AR03_ACTCTG,6,4,3,7,3,0,36,2,4,9,0,11,6,0,11,0,0,3,4,0,0,2,1,1,0,0,0,1,1,0,12,2018-12-31,LD,ZT02
20181231_CLK856_LD_ZT02_AR03_AGACAG,29,2,15,10,27,4,1496,0,15,6,12,32,4,0,31,0,0,19,6,4,24,0,0,0,0,2,0,5,1,1,46,2018-12-31,LD,ZT02
20181231_CLK856_LD_ZT02_AR03_AGACCA,9,12,8,10,5,4,42,0,18,0,9,15,1,0,25,0,0,9,1,0,1,0,0,0,0,1,0,5,1,0,51,2018-12-31,LD,ZT02
20181231_CLK856_LD_ZT02_AR03_AGACTC,0,0,0,0,1,0,20,0,0,1,0,1,1,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,2018-12-31,LD,ZT02
20181231_CLK856_LD_ZT02_AR03_AGCTAG,3,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2018-12-31,LD,ZT02
20181231_CLK856_LD_ZT02_AR03_AGCTCA,5,1,7,1,2,0,40,0,2,1,2,5,0,0,7,0,0,0,6,1,0,0,0,0,0,1,0,0,0,0,21,2018-12-31,LD,ZT02
20181231_CLK856_LD_ZT02_AR03_AGCTTC,4,10,11,8,13,5,49,0,13,4,8,12,18,2,42,0,0,2,3,0,0,0,0,0,0,0,0,2,0,1,33,2018-12-31,LD,ZT02
20181231_CLK856_LD_ZT02_AR03_AGGAAG,2,5,2,1,3,0,25,2,2,0,0,3,1,0,7,0,2,6,6,0,1,1,0,0,0,0,3,0,0,0,9,2018-12-31,LD,ZT02
20181231_CLK856_LD_ZT02_AR03_AGGACA,0,1,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2018-12-31,LD,ZT02
20181231_CLK856_LD_ZT02_AR03_AGGATC,16,3,3,5,7,0,41,0,4,4,4,7,1,0,18,0,0,1,7,0,1,2,0,0,0,0,0,3,0,0,26,2018-12-31,LD,ZT02
20181231_CLK856_LD_ZT02_AR03_AGTGAG,3,2,0,1,1,1,638,0,1,0,1,6,0,0,3,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,2,2018-12-31,LD,ZT02
20181231_CLK856_LD_ZT02_AR03_AGTGCA,7,39,19,11,4,4,85,0,14,17,15,26,10,0,75,1,0,19,8,7,1,0,0,0,0,0,1,1,1,0,69,2018-12-31,LD,ZT02
20181231_CLK856_LD_ZT02_AR03_AGTGTC,9,16,16,12,8,2,92,0,9,7,19,19,5,0,42,1,0,17,4,8,5,0,0,2,0,1,0,1,0,2,82,2018-12-31,LD,ZT02
20181231_CLK856_LD_ZT02_AR03_CAACAG,1,2,7,9,12,2,68,0,4,0,4,6,4,0,12,0,0,7,8,5,3,0,0,0,0,0,3,0,3,0,31,2018-12-31,LD,ZT02
20181231_CLK856_LD_ZT02_AR03_CAACCA,0,1,1,4,2,0,26,0,2,1,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,2018-12-31,LD,ZT02
20181231_CLK856_LD_ZT02_AR03_CAACTC,3,47,27,25,51,14,149,0,28,26,15,29,32,0,119,3,1,26,21,2,4,1,0,0,0,2,3,1,2,1,79,2018-12-31,LD,ZT02
20181231_CLK856_LD_ZT02_AR03_CACTAG,3,3,0,0,0,0,33,0,0,0,2,2,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,1,2018-12-31,LD,ZT02
20181231_CLK856_LD_ZT02_AR03_CACTCA,19,29,22,35,104,9,117,0,34,19,13,27,34,0,179,1,0,43,24,1,8,0,0,2,0,1,2,11,4,0,65,2018-12-31,LD,ZT02
20181231_CLK856_LD_ZT02_AR03_CACTTC,15,12,11,3,11,8,78,0,13,9,5,27,8,1,45,0,2,14,5,2,9,0,0,0,0,2,0,1,0,1,47,2018-12-31,LD,ZT02
20181231_CLK856_LD_ZT02_AR03_CAGAAG,5,0,6,0,2,0,24,0,2,4,0,4,0,0,11,0,0,6,2,0,1,0,0,0,0,1,1,0,0,0,9,2018-12-31,LD,ZT02
20181231_CLK856_LD_ZT02_AR03_CAGACA,5,13,22,6,7,2,63,0,7,7,2,24,5,0,22,0,0,16,1,1,1,1,0,0,0,0,0,1,2,0,40,2018-12-31,LD,ZT02
20181231_CLK856_LD_ZT02_AR03_CAGATC,2,2,1,3,4,0,33,0,1,5,0,7,1,0,2,0,0,1,2,0,0,0,0,0,0,0,2,1,0,0,13,2018-12-31,LD,ZT02
20181231_CLK856_LD_ZT02_AR03_CATGAG,4,11,12,9,1,5,59,0,1,4,2,17,4,0,16,3,0,6,3,0,0,0,0,0,0,0,0,1,0,0,32,2018-12-31,LD,ZT02
20181231_CLK856_LD_ZT02_AR03_CATGCA,1,5,10,7,0,3,99,0,5,4,2,9,11,0,19,1,0,6,7,0,4,0,0,0,0,0,0,0,0,0,39,2018-12-31,LD,ZT02
20181231_CLK856_LD_ZT02_AR03_CATGTC,7,12,12,13,17,4,84,0,12,16,11,8,12,0,44,0,0,14,5,0,0,0,0,0,0,1,0,5,1,0,75,2018-12-31,LD,ZT02
20181231_CLK856_LD_ZT02_AR03_CTAGAC,41,20,21,13,29,6,129,1,15,17,3,30,28,0,78,2,0,23,16,0,4,0,0,0,0,1,0,3,4,1,72,2018-12-31,LD,ZT02
20181231_CLK856_LD_ZT02_AR03_CTAGGA,0,1,2,1,0,2,36,0,3,1,0,11,0,0,5,0,0,3,3,0,1,0,0,3,0,0,0,0,0,0,8,2018-12-31,LD,ZT02
20181231_CLK856_LD_ZT02_AR03_CTAGTG,29,2,6,4,9,2,3833,0,14,9,3,10,8,0,31,5,0,27,8,5,33,5,0,0,1,0,0,3,0,3,37,2018-12-31,LD,ZT02
20181231_CLK856_LD_ZT02_AR03_CTCAAC,9,0,7,1,3,0,41,0,7,3,0,4,2,0,4,0,0,4,1,0,2,0,0,0,0,0,0,0,1,0,10,2018-12-31,LD,ZT02
20181231_CLK856_LD_ZT02_AR03_CTCAGA,2,0,1,5,1,0,109,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2018-12-31,LD,ZT02
20181231_CLK856_LD_ZT02_AR03_CTCATG,1,2,2,0,3,0,40,0,0,2,2,3,0,0,6,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,8,2018-12-31,LD,ZT02
20181231_CLK856_LD_ZT02_AR03_CTGTAC,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2018-12-31,LD,ZT02
20181231_CLK856_LD_ZT02_AR03_CTGTGA,1,0,1,0,1,0,26,0,1,0,1,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2018-12-31,LD,ZT02
20181231_CLK856_LD_ZT02_AR03_CTGTTG,3,5,12,1,1,1,42,0,3,6,16,9,3,0,18,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,19,2018-12-31,LD,ZT02
20181231_CLK856_LD_ZT02_AR03_CTTCAC,3,13,3,0,4,0,42,0,1,3,0,1,5,0,3,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,6,2018-12-31,LD,ZT02
20181231_CLK856_LD_ZT02_AR03_CTTCGA,14,14,8,12,21,5,116,0,8,11,11,26,9,0,36,1,0,27,8,5,3,0,0,0,0,2,0,1,0,0,31,2018-12-31,LD,ZT02
20181231_CLK856_LD_ZT02_AR03_CTTCTG,5,0,1,0,3,2,52,0,3,2,1,7,1,0,8,0,0,3,3,4,2,0,0,1,0,0,0,0,0,0,7,2018-12-31,LD,ZT02
20181231_CLK856_LD_ZT02_AR03_GAAGAC,2,0,1,1,0,0,7,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2018-12-31,LD,ZT02
20181231_CLK856_LD_ZT02_AR03_GAAGGA,1,10,5,3,15,1,21,0,5,1,5,2,22,0,14,0,1,1,6,3,1,0,0,0,0,0,0,0,1,0,13,2018-12-31,LD,ZT02
20181231_CLK856_LD_ZT02_AR03_GAAGTG,2,2,3,0,3,3,34,0,4,4,1,8,1,0,15,0,0,3,3,1,1,0,0,0,0,0,0,0,0,2,7,2018-12-31,LD,ZT02
20181231_CLK856_LD_ZT02_AR03_GACAAC,8,2,8,4,2,1,53,0,3,5,4,7,7,0,8,0,0,2,1,0,2,0,0,0,0,1,0,0,0,0,14,2018-12-31,LD,ZT02
20181231_CLK856_LD_ZT02_AR03_GACAGA,1,3,2,0,5,0,41,0,0,0,1,3,1,0,17,0,0,3,4,1,1,0,0,0,0,1,0,1,0,0,26,2018-12-31,LD,ZT02
20181231_CLK856_LD_ZT02_AR03_GACATG,10,1,1,1,0,0,37,0,1,6,1,3,1,0,5,0,0,5,5,3,1,0,1,0,0,0,0,0,0,1,15,2018-12-31,LD,ZT02
20181231_CLK856_LD_ZT02_AR03_GAGTAC,54,17,32,11,21,3,129,0,23,14,23,14,14,4,48,0,1,9,8,14,11,0,0,0,0,3,1,3,3,0,57,2018-12-31,LD,ZT02
20181231_CLK856_LD_ZT02_AR03_GAGTGA,1,5,0,0,3,1,26,0,0,2,1,1,1,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,2018-12-31,LD,ZT02
20181231_CLK856_LD_ZT02_AR03_GAGTTG,0,0,0,3,0,1,11,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2018-12-31,LD,ZT02
20181231_CLK856_LD_ZT02_AR03_GATCAC,24,10,3,6,2,2,52,0,14,8,2,12,3,0,10,2,0,5,4,8,3,0,0,0,0,0,0,0,2,0,23,2018-12-31,LD,ZT02
20181231_CLK856_LD_ZT02_AR03_GATCGA,0,3,1,0,0,0,23,0,0,3,0,2,0,0,5,0,0,0,3,0,0,0,0,0,0,1,0,1,0,0,5,2018-12-31,LD,ZT02
20181231_CLK856_LD_ZT02_AR03_GATCTG,1,9,19,2,14,0,30,0,4,6,2,8,5,0,17,0,0,3,2,0,7,0,0,0,0,0,1,0,0,0,30,2018-12-31,LD,ZT02
20181231_CLK856_LD_ZT02_AR03_GTACAG,51,16,10,6,2,7,1505,0,21,16,28,24,3,0,26,0,0,14,10,11,46,1,0,0,0,4,1,4,2,0,22,2018-12-31,LD,ZT02
20181231_CLK856_LD_ZT02_AR03_GTACCA,3,8,8,1,25,1,59,0,5,4,6,7,23,1,19,0,0,3,3,1,0,0,0,0,0,0,1,0,0,1,20,2018-12-31,LD,ZT02
20181231_CLK856_LD_ZT02_AR03_GTACTC,2,8,7,13,4,0,80,0,3,2,2,13,12,0,25,0,0,6,8,0,0,1,0,0,1,0,0,0,2,0,33,2018-12-31,LD,ZT02
20181231_CLK856_LD_ZT02_AR03_GTCTAG,5,3,7,9,12,1,43,1,10,3,3,10,6,0,14,2,0,7,3,0,1,0,0,0,0,1,0,2,1,0,8,2018-12-31,LD,ZT02
20181231_CLK856_LD_ZT02_AR03_GTCTCA,1,5,7,7,7,4,54,0,3,9,9,10,6,0,12,0,0,11,2,0,1,0,0,0,0,0,0,0,0,0,20,2018-12-31,LD,ZT02
20181231_CLK856_LD_ZT02_AR03_GTCTTC,1,2,0,0,1,0,24,0,1,2,1,4,8,0,7,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,8,2018-12-31,LD,ZT02
20181231_CLK856_LD_ZT02_AR03_GTGAAG,7,1,6,3,1,0,30,0,1,5,5,5,2,0,6,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,15,2018-12-31,LD,ZT02
20181231_CLK856_LD_ZT02_AR03_GTGACA,1,27,16,16,15,7,73,0,13,10,8,22,22,1,49,1,1,3,2,1,9,0,0,0,0,2,0,0,0,0,51,2018-12-31,LD,ZT02
20181231_CLK856_LD_ZT02_AR03_GTGATC,29,12,5,6,22,0,68,0,15,6,2,19,12,1,40,0,1,15,7,0,0,0,0,0,0,0,1,5,4,1,34,2018-12-31,LD,ZT02
20181231_CLK856_LD_ZT02_AR03_GTTGAG,13,13,8,6,8,1,30,0,8,7,5,16,2,0,19,1,0,8,1,1,2,0,0,0,0,0,0,2,1,0,40,2018-12-31,LD,ZT02
20181231_CLK856_LD_ZT02_AR03_GTTGCA,61,14,15,14,17,1,68,0,15,8,15,12,13,0,39,0,1,26,10,12,13,0,0,2,0,1,0,2,2,0,57,2018-12-31,LD,ZT02
20181231_CLK856_LD_ZT02_AR03_GTTGTC,0,0,1,0,2,0,11,0,3,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-12-31,LD,ZT02
