,amon,brp,cac,Cadps,Fife,Liprin-alpha,Pdf,Rab27,Rab3,Rbp,RhoGAP100F,Rim,Snap25,Syb,Syt1,Syt12,Syt14,Syt4,Syt7,Sytalpha,Sytbeta,Syx13,Syx16,Syx17,Syx18,Syx4,Syx5,Syx6,Syx7,Syx8,unc-13,date,experiment,exp_time
20190528_CLK856_DD_CT02_AR05_ACAGAC,35,8,20,6,6,4,59,1,7,4,0,26,5,0,78,0,0,18,25,11,3,1,0,0,0,0,2,7,1,0,16,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR05_ACAGGA,6,8,7,6,14,3,50,0,4,14,2,20,10,0,38,0,0,27,19,10,2,0,0,0,0,0,0,1,2,0,25,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR05_ACAGTG,1,0,1,1,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR05_ACCAAC,2,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR05_ACCAGA,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR05_ACCATG,1,3,1,1,1,17,18,0,1,3,2,1,9,0,7,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR05_ACGTAC,3,0,0,0,0,0,8,0,2,0,0,0,1,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR05_ACGTGA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR05_ACGTTG,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR05_ACTCAC,1,2,0,2,0,0,10,0,1,0,0,8,5,0,4,1,0,1,2,0,1,0,0,0,0,0,1,0,0,0,3,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR05_ACTCGA,124,7,16,25,18,5,92,0,22,6,4,20,9,0,62,2,0,40,13,10,8,0,0,0,0,1,2,3,5,0,48,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR05_ACTCTG,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR05_AGACAG,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR05_AGACCA,28,2,3,3,5,5,60,0,5,12,5,10,18,0,26,0,0,10,6,4,15,0,0,0,0,0,1,0,2,0,7,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR05_AGACTC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR05_AGCTAG,28,64,31,27,10,10,133,1,40,24,22,63,26,1,95,1,1,43,41,5,11,5,1,0,0,2,2,3,7,0,42,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR05_AGCTCA,0,0,14,4,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR05_AGCTTC,0,1,0,0,0,0,17,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR05_AGGAAG,82,8,13,8,17,3,40,2,3,3,4,25,1,0,52,1,0,12,7,2,1,0,0,0,0,0,0,2,1,0,23,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR05_AGGACA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR05_AGGATC,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR05_AGTGAG,0,1,6,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR05_AGTGCA,2,2,2,1,0,0,10,0,1,0,1,5,1,0,8,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR05_AGTGTC,27,22,11,36,4,13,84,1,18,5,3,63,14,0,97,0,0,40,36,3,3,0,0,0,0,0,1,4,3,0,46,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR05_CAACAG,1,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR05_CAACCA,0,0,0,0,0,1,4,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR05_CAACTC,3,0,1,1,1,0,6,0,16,0,1,0,0,0,19,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,4,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR05_CACTAG,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR05_CACTCA,109,19,54,19,11,27,164,0,25,39,38,86,21,0,219,6,0,81,32,35,21,0,2,0,2,5,1,12,8,6,85,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR05_CACTTC,35,11,18,16,6,4,100,0,13,9,3,34,14,0,130,1,0,18,22,3,1,0,0,1,1,3,0,12,1,0,17,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR05_CAGAAG,4,0,0,0,0,0,5,0,3,0,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR05_CAGACA,6,10,4,0,1,0,7,0,1,0,0,2,10,0,5,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR05_CAGATC,1,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR05_CATGAG,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR05_CATGCA,8,2,6,4,6,3,44,0,7,3,2,6,4,0,25,2,0,11,9,19,1,0,0,0,0,1,0,1,1,0,52,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR05_CATGTC,1,0,1,0,1,0,4,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR05_CTAGAC,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR05_CTAGGA,1,2,0,0,1,0,9,0,1,1,0,0,1,0,1,0,0,2,1,2,1,0,0,0,0,0,0,0,1,0,0,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR05_CTAGTG,4,0,3,1,0,0,610,1,1,3,4,4,0,0,6,0,0,2,1,0,1,2,1,0,0,1,0,0,10,0,5,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR05_CTCAAC,1,0,0,1,1,0,0,0,0,0,0,16,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR05_CTCAGA,2,0,0,0,0,0,99,0,1,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR05_CTCATG,1,0,0,0,0,1,3,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR05_CTGTAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR05_CTGTGA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR05_CTGTTG,1,0,1,0,0,0,4,0,1,0,0,3,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR05_CTTCAC,0,0,0,0,0,0,2,0,1,0,0,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR05_CTTCGA,2,0,0,0,0,0,6,0,11,0,0,1,1,0,11,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,4,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR05_CTTCTG,2,0,1,0,1,0,2,0,6,5,0,1,13,0,4,0,0,4,7,1,0,0,0,0,0,0,0,2,0,0,1,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR05_GAAGAC,0,1,1,10,0,0,3,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR05_GAAGGA,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR05_GAAGTG,22,12,47,21,8,6,89,0,20,24,2,39,26,0,132,0,0,30,31,11,0,0,0,1,3,2,7,0,3,2,48,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR05_GACAAC,88,6,34,8,53,3,1797,0,18,2,1,41,6,0,54,3,0,33,22,3,39,4,0,2,0,0,2,3,10,0,34,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR05_GACAGA,6,6,10,18,5,3,27,0,3,0,0,9,2,0,8,0,1,0,2,1,3,0,0,0,0,1,0,1,2,0,5,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR05_GACATG,1,2,1,0,0,0,9,0,1,0,0,1,0,0,20,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR05_GAGTAC,3,4,7,8,1,2,25,0,7,2,1,7,14,0,22,0,1,5,2,0,5,0,0,0,1,0,0,0,0,0,6,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR05_GAGTGA,23,3,12,2,2,2,40,0,3,3,2,17,4,0,18,0,0,4,3,1,1,0,0,0,0,0,0,0,4,0,13,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR05_GAGTTG,27,13,22,2,2,1,37,0,19,8,2,31,6,0,54,0,0,6,7,8,0,0,0,0,0,0,1,0,3,0,12,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR05_GATCAC,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR05_GATCGA,4,0,1,0,0,0,7,0,0,0,2,1,1,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR05_GATCTG,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR05_GTACAG,0,0,0,0,0,0,3,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR05_GTACCA,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR05_GTACTC,44,26,24,41,15,7,80,1,14,7,13,42,17,0,78,1,1,10,6,23,8,0,0,0,2,8,0,7,5,0,55,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR05_GTCTAG,1,1,1,0,0,1,10,1,2,3,1,2,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR05_GTCTCA,3,2,0,0,6,2,6,0,2,20,0,1,0,0,9,0,0,14,1,0,0,0,0,0,0,0,0,0,1,0,2,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR05_GTCTTC,34,33,40,19,7,9,109,1,45,18,7,47,5,0,84,4,0,27,16,24,13,2,4,0,0,4,0,0,3,1,107,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR05_GTGAAG,26,5,7,26,23,24,57,0,15,6,0,40,10,0,91,1,0,12,12,2,0,0,0,0,0,3,0,1,1,0,24,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR05_GTGACA,2,0,0,0,1,0,11,0,4,1,2,2,1,0,11,0,0,1,2,1,2,0,0,0,0,0,0,0,0,0,0,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR05_GTGATC,1,1,2,0,1,0,2,0,1,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR05_GTTGAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR05_GTTGCA,24,17,10,12,13,4,75,0,13,23,2,19,3,0,61,0,0,16,12,3,2,0,0,0,0,0,0,1,16,0,10,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR05_GTTGTC,6,1,2,2,0,1,20,1,4,1,0,4,1,0,24,0,0,3,2,8,0,0,0,0,0,0,0,0,1,0,0,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR05_TCACAG,0,2,1,0,1,1,8,0,0,2,0,0,0,0,5,0,0,1,2,1,0,0,0,0,0,0,0,0,1,0,12,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR05_TCACCA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR05_TCACTC,16,13,2,7,0,0,20,0,3,6,0,18,2,0,19,0,0,3,5,0,2,1,0,0,0,1,0,0,0,0,4,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR05_TCCTAG,57,33,32,14,3,17,108,0,49,9,15,27,29,0,201,6,0,34,31,28,8,2,1,1,1,4,2,8,10,1,84,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR05_TCCTCA,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR05_TCCTTC,0,1,0,2,0,0,7,0,0,1,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR05_TCGAAG,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR05_TCGACA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR05_TCGATC,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR05_TCTGAG,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR05_TCTGCA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR05_TCTGTC,2,1,1,2,1,0,10,0,2,0,12,1,1,0,2,0,0,8,1,0,0,0,0,0,0,1,0,1,0,0,1,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR05_TGAGAC,1,0,4,0,0,2,9,0,1,0,0,0,1,0,3,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR05_TGAGGA,2,0,0,1,0,1,14,0,3,0,1,4,0,0,6,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,5,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR05_TGAGTG,9,8,1,5,2,4,47,0,16,4,1,13,3,0,47,1,0,7,8,5,1,1,0,1,1,1,0,0,0,0,13,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR05_TGCAAC,6,1,1,0,0,2,15,0,0,0,1,3,8,0,5,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR05_TGCAGA,3,0,0,1,0,0,4,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR05_TGCATG,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR05_TGGTAC,1,0,1,1,0,0,6,0,0,0,1,1,1,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR05_TGGTGA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR05_TGGTTG,168,11,7,14,6,18,102,0,69,15,9,38,37,0,124,3,0,54,50,24,7,1,0,0,1,3,0,5,1,0,24,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR05_TGTCAC,51,10,11,6,3,4,47,0,34,5,0,9,12,0,66,1,0,9,26,1,7,0,0,0,5,0,0,1,7,0,25,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR05_TGTCGA,3,3,0,5,0,0,1692,0,1,2,2,5,2,0,12,0,0,0,7,0,9,0,0,0,0,1,0,1,0,0,3,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR05_TGTCTG,22,12,11,10,4,20,69,1,11,7,2,35,18,0,25,1,0,9,9,6,12,0,0,0,1,2,0,1,3,0,19,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR06_ACAGAC,1,1,1,1,0,0,2,0,0,0,0,0,1,0,6,0,0,0,6,0,0,0,0,0,0,0,1,1,0,0,1,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR06_ACAGGA,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR06_ACAGTG,5,0,2,1,2,2,9,0,4,1,2,1,3,0,21,0,0,2,2,0,2,2,0,0,0,0,0,0,1,0,5,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR06_ACCAAC,1,0,0,2,0,1,3,0,1,0,0,0,0,0,3,0,0,2,0,0,1,1,1,0,0,0,0,0,0,0,0,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR06_ACCAGA,108,25,25,14,53,18,2444,2,69,24,7,33,32,0,102,0,4,7,23,21,46,1,1,14,0,1,2,1,8,0,51,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR06_ACCATG,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR06_ACGTAC,110,21,16,33,13,37,86,2,46,14,9,19,43,0,108,2,0,47,44,3,3,2,11,2,0,6,0,3,11,1,54,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR06_ACGTGA,1,0,0,1,0,2,4,0,0,0,0,0,1,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR06_ACGTTG,0,1,0,0,0,0,4,0,0,0,0,1,1,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR06_ACTCAC,6,2,16,5,9,4,46,0,14,6,4,4,13,0,28,0,0,3,12,11,9,8,3,0,0,0,4,2,6,0,33,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR06_ACTCGA,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR06_ACTCTG,2,0,7,0,0,0,14,0,4,0,0,1,1,0,9,1,0,5,3,1,0,0,0,0,0,0,0,0,1,1,2,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR06_AGACAG,7,0,7,0,1,0,9,0,2,0,0,6,2,0,18,1,0,0,3,1,0,0,0,1,0,0,0,0,0,0,2,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR06_AGACCA,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR06_AGACTC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR06_AGCTAG,4,14,9,9,4,4,33,0,5,2,11,3,5,0,40,1,1,4,6,0,3,0,0,0,0,1,0,1,3,0,11,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR06_AGCTCA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR06_AGCTTC,64,57,48,100,68,44,146,1,140,33,19,79,126,1,353,6,0,91,83,8,25,10,1,0,0,9,21,2,17,0,147,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR06_AGGAAG,0,1,1,0,0,1,2,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR06_AGGACA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR06_AGGATC,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR06_AGTGAG,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR06_AGTGCA,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR06_AGTGTC,0,0,1,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR06_CAACAG,1,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR06_CAACCA,8,1,1,1,3,1,10,0,5,1,0,0,2,0,6,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR06_CAACTC,11,20,10,2,27,5,39,0,18,3,19,17,11,0,58,0,0,18,36,9,5,4,0,0,0,0,1,0,2,1,22,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR06_CACTAG,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR06_CACTCA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR06_CACTTC,2,4,13,7,4,6,14,0,4,2,0,11,12,0,53,0,0,2,2,0,1,5,0,2,0,0,1,1,20,0,21,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR06_CAGAAG,2,1,3,0,0,1,8,0,2,1,1,5,7,0,18,2,0,1,2,0,0,0,0,0,0,0,1,0,0,0,6,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR06_CAGACA,10,5,2,3,4,1,30,0,16,10,0,21,5,0,27,2,0,3,17,6,12,1,2,0,0,0,1,2,18,0,7,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR06_CAGATC,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR06_CATGAG,4,0,4,3,8,1,23,0,16,3,1,11,9,0,6,1,0,0,2,2,7,0,0,0,0,2,0,0,1,0,24,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR06_CATGCA,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR06_CATGTC,48,21,14,9,51,11,82,0,29,13,13,36,11,0,75,0,1,11,50,3,7,3,0,1,0,5,3,2,4,0,116,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR06_CTAGAC,0,0,0,0,1,0,2,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2019-05-28,DD,CT02
20190528_CLK856_DD_CT02_AR06_CTAGGA,2,0,1,0,1,0,1,0,0,0,1,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2019-05-28,DD,CT02
