,amon,brp,cac,Cadps,Fife,Liprin-alpha,Pdf,Rab27,Rab3,Rbp,RhoGAP100F,Rim,Snap25,Syb,Syt1,Syt12,Syt14,Syt4,Syt7,Sytalpha,Sytbeta,Syx13,Syx16,Syx17,Syx18,Syx4,Syx5,Syx6,Syx7,Syx8,unc-13,date,experiment,exp_time
20190702_CLK856_DD_CT02_AR14_CATGTC,7,6,13,2,47,1,4,0,18,1,0,26,1,0,19,0,1,8,3,0,8,0,0,1,0,0,0,3,0,0,10,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR14_CTAGAC,2,1,2,1,1,0,4,0,0,0,0,0,1,0,9,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR14_CTAGGA,0,4,2,4,0,0,19,0,0,0,3,0,5,0,15,0,0,0,3,0,0,0,0,0,0,0,1,0,1,0,3,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR14_CTAGTG,13,14,2,0,3,4,13,0,9,2,0,4,0,0,14,0,0,2,4,1,0,0,0,0,0,0,0,0,0,0,13,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR14_CTCAAC,40,9,9,4,2,6,36,0,18,9,9,22,2,0,80,0,0,22,11,0,7,0,1,0,0,0,0,3,1,2,5,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR14_CTCAGA,0,0,0,4,2,0,2,1,0,7,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR14_CTCATG,1,6,2,1,0,2,3,0,3,0,0,0,0,0,4,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR14_CTGTAC,8,3,12,2,7,3,11,0,4,2,0,14,3,0,19,0,0,4,3,1,4,0,0,0,1,0,1,2,2,0,13,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR14_CTGTGA,6,2,2,0,4,1,2,1,12,3,0,4,0,0,26,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,12,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR14_CTGTTG,2,8,6,4,9,0,6,0,10,4,0,2,13,0,42,1,0,4,0,0,12,0,0,0,0,0,3,0,0,0,17,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR14_CTTCAC,0,0,1,1,0,2,6,0,0,0,2,3,0,0,1,0,0,1,2,0,0,0,0,0,0,1,0,0,0,2,4,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR14_CTTCGA,1,6,2,0,0,0,18,0,0,5,0,4,0,0,47,0,0,3,9,0,0,0,0,0,0,0,0,2,0,0,7,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR14_CTTCTG,10,4,1,2,0,1,3,0,10,5,0,5,11,0,21,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,12,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR14_GAAGAC,2,8,9,1,2,0,9,0,2,9,0,8,5,0,14,0,0,3,6,0,0,0,2,0,0,0,0,1,0,0,5,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR14_GAAGGA,4,0,2,0,1,0,6,0,0,2,0,2,0,0,6,0,0,9,8,6,0,0,0,0,0,0,0,0,0,0,2,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR14_GAAGTG,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR14_GACAAC,5,0,0,2,6,0,3,0,0,1,1,3,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR14_GACAGA,2,0,10,2,0,0,9,0,1,6,6,4,2,0,14,0,0,1,6,1,2,0,0,0,0,0,0,2,1,0,5,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR14_GACATG,5,2,2,2,3,2,9,0,1,1,0,3,8,0,9,0,0,12,1,1,2,0,0,0,2,0,0,0,0,0,12,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR14_GAGTAC,4,0,0,0,0,0,5,0,0,0,0,5,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR14_GAGTGA,0,0,0,0,0,0,2,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR14_GAGTTG,27,5,8,0,4,3,0,0,2,0,0,7,2,0,8,0,0,2,4,0,0,0,0,0,0,0,1,0,0,0,5,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR14_GATCAC,6,0,13,1,1,3,10,0,15,1,12,0,1,0,20,1,0,18,3,2,1,0,1,0,0,0,0,2,0,1,14,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR14_GATCGA,3,2,11,8,3,4,1750,0,11,1,1,11,0,0,22,0,0,10,3,1,9,0,0,0,2,0,0,8,7,1,4,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR14_GATCTG,0,4,2,0,2,0,3,0,2,1,5,1,1,0,11,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,7,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR14_GTACAG,0,0,6,2,0,8,5,0,0,0,0,1,1,0,10,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,8,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR14_GTACCA,0,0,1,0,0,0,4,0,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR14_GTACTC,4,2,1,2,2,1,8,0,6,0,2,8,2,0,10,0,0,5,0,0,0,0,0,0,0,0,0,3,6,0,0,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR14_GTCTAG,2,0,4,1,3,0,7,1,6,4,0,2,2,0,15,0,0,1,1,0,0,0,0,2,0,0,1,0,0,0,0,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR14_GTCTCA,5,38,15,10,20,6,19,3,5,27,0,25,20,0,133,0,3,25,9,3,0,1,0,0,0,0,0,9,3,1,34,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR14_GTCTTC,0,0,1,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR14_GTGAAG,12,2,4,3,0,3,5,0,8,4,0,4,0,0,22,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,21,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR14_GTGACA,45,8,20,4,13,2,20,1,4,7,0,20,8,0,99,1,0,28,10,0,3,2,1,1,0,0,0,20,0,0,12,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR14_GTGATC,7,3,3,1,9,7,10,0,1,13,0,12,2,0,18,0,0,2,1,0,3,1,0,0,0,1,0,0,0,0,8,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR14_GTTGAG,22,0,6,1,3,1,10,0,9,3,6,1,0,0,15,0,0,4,3,1,2,0,0,0,0,0,0,13,7,0,6,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR14_GTTGCA,1,3,4,0,2,0,9,0,6,4,0,6,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR14_GTTGTC,6,0,0,7,7,2,18,0,15,10,4,7,5,0,71,0,0,16,22,0,0,7,0,0,1,0,2,2,2,0,8,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR14_TCACAG,0,3,0,2,1,0,9,0,1,0,1,2,0,0,11,0,0,1,2,0,1,0,0,0,0,0,1,1,0,0,18,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR14_TCACCA,3,8,0,0,0,0,4,0,1,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR14_TCACTC,7,3,2,3,2,0,25,0,5,9,4,4,0,0,15,0,0,10,9,1,0,0,0,0,0,0,0,0,0,0,8,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR14_TCCTAG,0,10,2,1,1,3,16,0,0,3,0,1,0,0,6,0,0,2,7,0,1,0,0,1,0,0,0,0,0,0,3,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR14_TCCTCA,0,2,0,0,1,0,17,0,1,1,0,1,2,0,7,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR14_TCCTTC,3,11,11,4,6,2,13,0,1,4,3,0,7,0,20,0,0,8,8,0,0,0,0,0,0,0,0,1,0,0,2,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR14_TCGAAG,3,2,9,3,5,2,20,0,10,1,0,10,9,0,12,0,0,3,2,0,1,0,0,0,0,0,1,0,0,0,16,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR14_TCGACA,4,4,0,2,2,0,5,0,4,0,0,2,6,0,2,0,0,4,2,0,0,0,0,0,0,0,0,7,0,0,12,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR14_TCGATC,0,0,2,0,0,1,10,0,2,1,1,6,3,0,8,0,0,4,2,0,0,0,0,0,0,0,1,0,0,0,8,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR14_TCTGAG,5,0,0,6,0,0,6,0,8,1,0,4,0,0,11,0,0,4,1,1,3,0,0,0,0,0,0,2,0,1,15,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR14_TCTGCA,0,0,5,0,7,0,2,0,0,0,0,1,1,0,3,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,7,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR14_TCTGTC,12,40,23,11,0,5,27,0,30,43,4,41,18,0,92,6,0,21,14,0,1,0,0,4,0,0,2,1,1,6,20,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR14_TGAGAC,28,1,10,0,9,2,735,2,7,1,1,8,1,1,2,0,0,4,4,1,17,0,0,0,0,0,0,0,1,0,0,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR14_TGAGGA,8,4,0,1,1,0,3,1,7,6,0,4,0,0,25,1,0,14,13,0,2,0,0,0,0,0,0,7,0,0,0,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR14_TGAGTG,0,1,2,5,0,0,10,0,2,1,0,0,3,0,34,0,0,1,0,0,1,2,0,0,0,0,0,0,5,0,3,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR14_TGCAAC,3,2,2,0,5,5,7,0,0,0,0,3,4,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR14_TGCAGA,14,7,1,0,19,2,7,3,4,6,0,1,0,0,33,0,0,6,3,0,1,5,0,0,0,0,0,1,4,5,5,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR14_TGCATG,4,2,5,2,0,0,9,0,2,2,0,10,5,0,33,0,4,5,2,0,0,0,0,1,0,0,1,2,0,0,21,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR14_TGGTAC,0,1,8,5,12,1,12,0,4,3,2,3,2,0,10,0,0,9,2,3,0,0,0,0,0,0,0,0,4,0,7,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR14_TGGTGA,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR14_TGGTTG,3,0,7,0,0,0,0,0,1,0,0,0,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR14_TGTCAC,7,15,28,34,2,2,29,0,20,14,8,9,4,0,168,0,0,18,7,0,1,0,0,1,0,0,0,2,0,0,35,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR14_TGTCGA,6,1,0,0,0,0,4,0,0,3,0,2,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,5,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR14_TGTCTG,0,10,1,0,4,1,4,0,0,10,0,0,5,0,9,0,0,6,0,0,0,0,0,0,0,0,0,0,2,0,9,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR15_ACAGAC,18,3,1,2,14,4,3,0,13,10,1,3,5,0,27,0,0,3,0,0,0,0,0,12,0,0,1,0,0,0,23,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR15_ACAGGA,1,4,2,4,1,2,3,1,1,6,0,1,4,0,10,0,0,7,3,0,1,0,0,0,0,0,1,0,0,0,7,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR15_ACAGTG,10,2,3,2,0,2,1,0,0,0,1,13,3,0,21,0,0,5,0,1,1,0,0,0,0,0,2,0,1,0,10,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR15_ACCAAC,2,5,7,1,5,0,1,0,0,3,2,4,10,0,30,0,0,3,7,3,0,0,0,0,0,0,0,0,0,1,11,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR15_ACCAGA,0,3,6,0,0,0,1,1,0,0,0,3,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR15_ACCATG,10,3,8,0,5,0,3,0,4,3,0,9,5,0,12,0,0,7,4,0,2,0,0,0,0,1,8,0,0,0,38,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR15_ACGTAC,4,9,0,1,2,0,4,0,2,0,3,0,0,0,6,0,0,4,0,1,1,0,0,0,0,0,0,1,0,0,2,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR15_ACGTGA,2,0,2,0,0,0,2,0,0,0,0,1,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR15_ACGTTG,0,0,5,5,0,0,0,0,0,1,0,1,2,0,2,0,0,1,0,0,8,2,0,0,0,0,0,0,0,0,5,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR15_ACTCAC,2,15,12,2,9,0,3,2,3,2,4,18,4,1,43,0,0,6,6,0,1,0,0,0,1,0,1,0,1,0,12,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR15_ACTCGA,15,1,8,0,0,0,3,0,24,10,0,5,1,0,21,0,0,19,4,0,7,10,1,0,0,0,1,9,0,1,21,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR15_ACTCTG,1,1,2,0,1,1,1,0,0,0,0,10,2,0,3,0,0,1,5,0,0,0,0,0,0,0,0,1,0,0,1,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR15_AGACAG,1,0,3,0,1,1,1,1,0,2,1,6,6,0,9,0,0,2,5,2,1,0,0,0,0,0,0,12,0,0,3,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR15_AGACCA,0,0,1,0,3,0,0,0,2,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR15_AGACTC,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR15_AGCTAG,11,13,4,4,3,2,2,0,9,15,4,10,5,0,52,0,0,23,3,2,0,0,0,0,0,0,2,4,2,1,7,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR15_AGCTCA,3,0,9,4,0,0,3,0,3,17,0,5,0,0,17,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,18,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR15_AGCTTC,1,8,11,8,2,0,1,0,7,8,1,20,5,0,33,0,0,6,3,0,0,0,0,0,0,0,3,0,5,0,11,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR15_AGGAAG,7,25,6,2,14,5,2,0,10,4,0,11,2,0,71,0,1,19,1,0,1,3,0,0,2,0,3,7,0,0,17,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR15_AGGACA,0,2,2,0,0,1,0,0,1,6,0,1,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR15_AGGATC,17,9,8,1,6,0,1,0,1,6,0,4,0,0,4,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,11,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR15_AGTGAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR15_AGTGCA,6,0,1,1,6,1,0,0,0,0,0,0,0,0,4,0,0,1,1,0,2,0,0,0,0,0,0,2,0,0,16,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR15_AGTGTC,1,0,3,0,0,1,1,0,0,0,1,0,0,0,2,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,1,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR15_CAACAG,11,0,4,3,2,0,2,0,1,0,0,3,0,0,12,0,0,9,3,3,4,0,0,0,0,0,0,0,0,0,6,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR15_CAACCA,0,0,1,0,2,0,0,0,8,0,0,0,1,0,2,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,6,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR15_CAACTC,15,5,11,2,1,26,5,0,6,16,8,13,4,1,23,1,0,9,1,1,0,0,0,0,0,0,0,0,0,0,10,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR15_CACTAG,0,4,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR15_CACTCA,89,4,9,1,9,17,7,3,54,16,2,19,8,0,117,0,0,47,17,19,129,1,0,0,0,0,1,0,19,0,21,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR15_CACTTC,1,0,0,2,0,0,3,0,0,2,0,3,0,0,17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR15_CAGAAG,34,0,9,7,7,0,0,0,1,4,0,5,4,1,33,0,0,0,6,0,1,0,0,0,0,0,0,0,9,0,16,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR15_CAGACA,2,0,1,0,1,2,4,0,0,0,0,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR15_CAGATC,1,4,0,1,0,0,0,0,0,3,1,5,1,0,5,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR15_CATGAG,3,6,3,3,1,0,2,0,0,7,4,0,1,0,17,0,0,0,1,1,2,3,0,0,0,0,0,3,0,0,2,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR15_CATGCA,1,4,0,0,0,1,4,0,1,1,0,0,1,0,9,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR15_CATGTC,7,0,1,8,0,5,2,4,1,0,0,7,4,0,10,0,0,7,0,1,2,0,0,0,0,0,0,0,0,0,0,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR15_CTAGAC,0,5,10,9,7,0,0,0,1,4,0,0,6,0,18,0,3,3,0,0,0,0,0,0,0,0,1,0,7,0,1,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR15_CTAGGA,1,5,3,2,2,0,0,0,3,0,6,2,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR15_CTAGTG,8,5,13,1,11,1,3,1,14,11,12,20,3,0,24,0,0,12,4,3,3,0,0,1,3,0,0,0,0,0,35,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR15_CTCAAC,12,9,20,15,7,4,7,0,36,21,6,53,8,0,142,5,0,29,20,0,1,4,1,4,0,0,0,6,0,2,59,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR15_CTCAGA,0,0,1,0,0,0,3,0,2,1,0,0,0,0,1,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,1,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR15_CTCATG,9,0,3,0,1,2,3,0,2,6,2,2,0,0,17,0,0,11,4,0,0,0,0,0,0,0,0,1,0,0,11,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR15_CTGTAC,11,1,0,1,0,0,2,0,4,2,0,0,4,0,2,0,0,5,1,0,0,0,0,1,0,1,0,3,1,0,8,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR15_CTGTGA,0,1,0,0,0,0,3,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,6,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR15_CTGTTG,2,0,5,0,3,0,0,0,0,7,5,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR15_CTTCAC,4,4,13,7,10,0,4,1,7,6,5,12,9,0,17,0,0,17,1,2,1,2,0,0,0,0,1,1,3,0,24,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR15_CTTCGA,10,1,6,1,9,0,2,0,3,4,4,2,3,0,3,0,0,6,0,0,1,0,2,1,0,0,0,1,0,0,12,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR15_CTTCTG,8,11,1,1,6,0,2,0,3,0,0,0,5,0,4,0,0,0,1,0,0,0,0,0,0,0,0,1,5,0,7,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR15_GAAGAC,1,2,4,0,1,0,0,0,1,1,2,8,2,0,9,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR15_GAAGGA,0,1,3,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR15_GAAGTG,0,0,0,0,0,2,2,0,4,1,0,7,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR15_GACAAC,18,1,10,0,4,0,3,0,1,1,3,8,2,0,22,0,0,4,0,1,8,0,0,0,0,0,0,0,2,1,2,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR15_GACAGA,10,3,2,0,0,1,2,0,4,0,5,3,2,0,8,0,0,6,0,13,8,0,0,0,0,0,2,0,0,0,3,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR15_GACATG,17,13,2,2,13,0,3,0,1,2,0,19,4,0,20,0,0,3,2,0,0,0,0,3,0,0,0,0,3,0,5,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR15_GAGTAC,2,0,0,0,0,0,3,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR15_GAGTGA,2,2,0,0,0,0,0,1,0,0,2,2,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR15_GAGTTG,0,0,1,1,1,0,0,0,0,2,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR15_GATCAC,8,0,1,2,0,1,2,0,3,2,0,10,1,0,7,0,0,3,2,0,0,2,1,0,0,0,0,1,0,0,8,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR15_GATCGA,0,4,0,3,0,0,10,1,0,2,0,14,0,0,40,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0,3,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR15_GATCTG,1,0,3,2,2,0,1,0,1,3,0,4,5,0,11,2,0,5,0,0,1,0,0,0,0,0,0,0,4,0,14,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR15_GTACAG,3,1,3,2,0,0,3,0,0,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR15_GTACCA,2,1,0,0,0,0,2,0,0,0,0,9,1,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR15_GTACTC,0,4,0,4,0,0,3,0,0,0,0,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR15_GTCTAG,1,1,0,0,1,0,3,0,0,1,0,0,1,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR15_GTCTCA,9,6,21,1,0,5,4,1,6,18,3,5,7,0,30,1,0,8,4,7,7,0,0,0,2,0,0,1,2,0,39,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR15_GTCTTC,2,5,5,7,0,1,1,1,2,2,0,7,5,0,17,0,0,3,4,0,0,0,0,0,0,0,0,0,3,0,8,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR15_GTGAAG,4,3,1,0,0,0,0,0,2,2,4,19,1,0,24,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,10,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR15_GTGACA,15,2,3,0,2,10,1,0,8,7,8,9,1,0,15,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR15_GTGATC,4,0,1,1,0,1,3,0,0,8,1,0,1,0,9,0,0,6,2,0,0,2,0,0,0,0,1,0,0,1,8,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR15_GTTGAG,7,7,1,0,12,2,0,0,1,2,1,3,0,0,22,6,0,5,4,0,0,0,0,0,0,0,0,4,7,0,11,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR15_GTTGCA,4,3,3,7,12,0,1,0,4,3,3,5,8,0,39,0,0,13,18,2,11,0,4,0,0,0,0,7,0,1,9,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR15_GTTGTC,2,1,3,1,1,5,8,0,1,0,0,2,2,0,28,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,5,2019-07-02,DD,CT02
20190702_CLK856_DD_CT02_AR15_TCACAG,8,6,4,3,6,0,2,0,11,0,1,0,3,0,38,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,14,2019-07-02,DD,CT02
