,DIP-gamma,DIP-beta,DIP-delta,DIP-theta,Idents,date,experiment,exp_time
20190228_CLK856_LD_ZT06_AR06_TGCATG,0,1,0,4,7:DN1p,2019-02-28,LD,ZT06
20190228_CLK856_LD_ZT06_AR06_TGTCTG,2,10,0,0,2:s_LNv,2019-02-28,LD,ZT06
20190228_CLK856_LD_ZT06_AR08_ACAGAC,2,0,1,1,14:DN3,2019-02-28,LD,ZT06
20190228_CLK856_LD_ZT06_AR08_ACCAGA,0,1,36,0,8:LN_ITP,2019-02-28,LD,ZT06
20190228_CLK856_LD_ZT06_AR08_ACGTAC,0,0,8,0,12:LNd,2019-02-28,LD,ZT06
20190228_CLK856_LD_ZT06_AR08_ACGTTG,0,2,0,0,1:DN1p_CNMa,2019-02-28,LD,ZT06
20190228_CLK856_LD_ZT06_AR08_ACTCAC,0,0,0,0,29:LPN,2019-02-28,LD,ZT06
20190228_CLK856_LD_ZT06_AR08_ACTCGA,1,0,23,1,5:LNd_Trissin,2019-02-28,LD,ZT06
20190228_CLK856_LD_ZT06_AR08_AGACAG,0,0,0,4,7:DN1p,2019-02-28,LD,ZT06
20190228_CLK856_LD_ZT06_AR08_AGGACA,0,0,0,0,4:DN1p,2019-02-28,LD,ZT06
20190228_CLK856_LD_ZT06_AR08_AGTGCA,0,0,1,0,25:l_LNv,2019-02-28,LD,ZT06
20190228_CLK856_LD_ZT06_AR08_CAACTC,0,0,0,6,7:DN1p,2019-02-28,LD,ZT06
20190228_CLK856_LD_ZT06_AR08_CAGATC,0,0,0,0,15:DN1p_CNMa,2019-02-28,LD,ZT06
20190228_CLK856_LD_ZT06_AR08_CATGAG,0,0,1,0,1:DN1p_CNMa,2019-02-28,LD,ZT06
20190228_CLK856_LD_ZT06_AR08_CTAGAC,0,0,1,0,4:DN1p,2019-02-28,LD,ZT06
20190228_CLK856_LD_ZT06_AR08_CTAGGA,0,0,0,0,1:DN1p_CNMa,2019-02-28,LD,ZT06
20190228_CLK856_LD_ZT06_AR08_CTCAAC,0,0,1,0,9:LNd_NPF,2019-02-28,LD,ZT06
20190228_CLK856_LD_ZT06_AR08_CTGTGA,0,0,0,0,20:DN3,2019-02-28,LD,ZT06
20190228_CLK856_LD_ZT06_AR08_CTTCAC,6,0,6,1,14:DN3,2019-02-28,LD,ZT06
20190228_CLK856_LD_ZT06_AR08_CTTCGA,1,0,1,0,2:s_LNv,2019-02-28,LD,ZT06
20190228_CLK856_LD_ZT06_AR08_GAAGAC,0,1,28,0,5:LNd_Trissin,2019-02-28,LD,ZT06
20190228_CLK856_LD_ZT06_AR08_GAAGGA,0,1,24,0,8:LN_ITP,2019-02-28,LD,ZT06
20190228_CLK856_LD_ZT06_AR08_GAAGTG,0,0,1,0,4:DN1p,2019-02-28,LD,ZT06
20190228_CLK856_LD_ZT06_AR08_GACAAC,0,0,1,1,15:DN1p_CNMa,2019-02-28,LD,ZT06
20190228_CLK856_LD_ZT06_AR08_GACAGA,0,1,0,0,3:DN1a,2019-02-28,LD,ZT06
20190228_CLK856_LD_ZT06_AR08_GAGTAC,0,0,0,1,1:DN1p_CNMa,2019-02-28,LD,ZT06
20190228_CLK856_LD_ZT06_AR08_GATCAC,0,0,0,0,7:DN1p,2019-02-28,LD,ZT06
20190228_CLK856_LD_ZT06_AR08_GTACAG,0,0,1,1,1:DN1p_CNMa,2019-02-28,LD,ZT06
20190228_CLK856_LD_ZT06_AR08_GTCTCA,0,0,0,1,15:DN1p_CNMa,2019-02-28,LD,ZT06
20190228_CLK856_LD_ZT06_AR08_GTGACA,0,1,0,0,20:DN3,2019-02-28,LD,ZT06
20190228_CLK856_LD_ZT06_AR08_TCACCA,3,0,6,0,9:LNd_NPF,2019-02-28,LD,ZT06
20190228_CLK856_LD_ZT06_AR08_TCACTC,0,0,2,1,7:DN1p,2019-02-28,LD,ZT06
20190228_CLK856_LD_ZT06_AR08_TCGACA,3,29,0,0,2:s_LNv,2019-02-28,LD,ZT06
20190228_CLK856_LD_ZT06_AR08_TCTGAG,0,0,0,0,19:DN2,2019-02-28,LD,ZT06
20190228_CLK856_LD_ZT06_AR08_TCTGTC,0,0,0,0,14:DN3,2019-02-28,LD,ZT06
20190228_CLK856_LD_ZT06_AR08_TGAGGA,9,1,0,0,2:s_LNv,2019-02-28,LD,ZT06
20190309_CLK856_LD_ZT06_AR03_ACGTTG,2,11,1,0,2:s_LNv,2019-03-09,LD,ZT06
20190309_CLK856_LD_ZT06_AR03_ACTCGA,1,0,26,0,8:LN_ITP,2019-03-09,LD,ZT06
20190309_CLK856_LD_ZT06_AR03_ACTCTG,0,0,1,6,18:DN1p,2019-03-09,LD,ZT06
20190309_CLK856_LD_ZT06_AR03_AGACCA,1,0,4,0,25:l_LNv,2019-03-09,LD,ZT06
20190309_CLK856_LD_ZT06_AR03_AGTGTC,20,5,2,0,2:s_LNv,2019-03-09,LD,ZT06
20190309_CLK856_LD_ZT06_AR03_CAACTC,0,1,1,2,1:DN1p_CNMa,2019-03-09,LD,ZT06
20190309_CLK856_LD_ZT06_AR03_CACTTC,0,0,3,0,4:DN1p,2019-03-09,LD,ZT06
20190309_CLK856_LD_ZT06_AR03_CAGATC,2,0,3,2,7:DN1p,2019-03-09,LD,ZT06
20190309_CLK856_LD_ZT06_AR03_CATGAG,0,0,0,0,1:DN1p_CNMa,2019-03-09,LD,ZT06
20190309_CLK856_LD_ZT06_AR03_CATGCA,0,15,0,1,3:DN1a,2019-03-09,LD,ZT06
20190309_CLK856_LD_ZT06_AR03_CATGTC,0,1,2,0,4:DN1p,2019-03-09,LD,ZT06
20190309_CLK856_LD_ZT06_AR03_CTAGAC,0,0,0,9,7:DN1p,2019-03-09,LD,ZT06
20190309_CLK856_LD_ZT06_AR03_CTAGTG,0,0,9,0,4:DN1p,2019-03-09,LD,ZT06
20190309_CLK856_LD_ZT06_AR03_CTCAAC,0,6,1,0,3:DN1a,2019-03-09,LD,ZT06
20190309_CLK856_LD_ZT06_AR03_CTCAGA,0,1,6,0,5:LNd_Trissin,2019-03-09,LD,ZT06
20190309_CLK856_LD_ZT06_AR03_CTCATG,1,2,2,3,1:DN1p_CNMa,2019-03-09,LD,ZT06
20190309_CLK856_LD_ZT06_AR03_CTGTAC,0,14,0,0,3:DN1a,2019-03-09,LD,ZT06
20190309_CLK856_LD_ZT06_AR03_CTGTGA,3,0,0,2,1:DN1p_CNMa,2019-03-09,LD,ZT06
20190309_CLK856_LD_ZT06_AR03_CTGTTG,1,1,0,2,1:DN1p_CNMa,2019-03-09,LD,ZT06
20190309_CLK856_LD_ZT06_AR03_GAAGGA,0,0,0,0,4:DN1p,2019-03-09,LD,ZT06
20190309_CLK856_LD_ZT06_AR03_GACAGA,0,1,0,2,14:DN3,2019-03-09,LD,ZT06
20190309_CLK856_LD_ZT06_AR03_GACATG,2,9,2,0,2:s_LNv,2019-03-09,LD,ZT06
20190309_CLK856_LD_ZT06_AR03_GATCAC,1,0,0,0,20:DN3,2019-03-09,LD,ZT06
20190309_CLK856_LD_ZT06_AR03_GATCGA,0,0,0,0,1:DN1p_CNMa,2019-03-09,LD,ZT06
20190309_CLK856_LD_ZT06_AR03_GATCTG,0,0,28,0,5:LNd_Trissin,2019-03-09,LD,ZT06
20190309_CLK856_LD_ZT06_AR03_GTACCA,1,0,16,0,5:LNd_Trissin,2019-03-09,LD,ZT06
20190309_CLK856_LD_ZT06_AR03_GTACTC,1,1,8,0,4:DN1p,2019-03-09,LD,ZT06
20190309_CLK856_LD_ZT06_AR03_GTCTAG,3,2,1,0,2:s_LNv,2019-03-09,LD,ZT06
20190309_CLK856_LD_ZT06_AR03_GTTGAG,4,23,3,1,14:DN3,2019-03-09,LD,ZT06
20190309_CLK856_LD_ZT06_AR03_GTTGCA,0,0,2,0,9:LNd_NPF,2019-03-09,LD,ZT06
20190309_CLK856_LD_ZT06_AR03_TCACAG,0,0,1,0,9:LNd_NPF,2019-03-09,LD,ZT06
20190309_CLK856_LD_ZT06_AR03_TCCTAG,1,0,0,0,2:s_LNv,2019-03-09,LD,ZT06
20190309_CLK856_LD_ZT06_AR03_TCCTTC,3,0,1,2,7:DN1p,2019-03-09,LD,ZT06
20190309_CLK856_LD_ZT06_AR03_TCGAAG,0,0,1,0,4:DN1p,2019-03-09,LD,ZT06
20190309_CLK856_LD_ZT06_AR03_TCGACA,0,0,0,0,1:DN1p_CNMa,2019-03-09,LD,ZT06
20190309_CLK856_LD_ZT06_AR03_TCTGCA,0,9,0,0,2:s_LNv,2019-03-09,LD,ZT06
20190309_CLK856_LD_ZT06_AR03_TCTGTC,0,3,4,0,3:DN1a,2019-03-09,LD,ZT06
20190309_CLK856_LD_ZT06_AR03_TGAGGA,0,0,0,0,29:LPN,2019-03-09,LD,ZT06
20190309_CLK856_LD_ZT06_AR03_TGCAAC,0,1,7,0,15:DN1p_CNMa,2019-03-09,LD,ZT06
20190309_CLK856_LD_ZT06_AR03_TGCAGA,0,1,25,0,5:LNd_Trissin,2019-03-09,LD,ZT06
20190309_CLK856_LD_ZT06_AR04_ACAGGA,0,0,0,0,1:DN1p_CNMa,2019-03-09,LD,ZT06
20190309_CLK856_LD_ZT06_AR04_ACCATG,1,1,40,0,5:LNd_Trissin,2019-03-09,LD,ZT06
20190309_CLK856_LD_ZT06_AR04_ACGTAC,0,0,3,0,12:LNd,2019-03-09,LD,ZT06
20190309_CLK856_LD_ZT06_AR04_ACGTGA,0,2,0,2,7:DN1p,2019-03-09,LD,ZT06
20190309_CLK856_LD_ZT06_AR04_ACTCTG,3,0,0,0,2:s_LNv,2019-03-09,LD,ZT06
20190309_CLK856_LD_ZT06_AR04_AGACAG,1,0,0,0,1:DN1p_CNMa,2019-03-09,LD,ZT06
20190309_CLK856_LD_ZT06_AR04_AGCTCA,3,4,1,9,7:DN1p,2019-03-09,LD,ZT06
20190309_CLK856_LD_ZT06_AR04_AGCTTC,0,0,2,0,4:DN1p,2019-03-09,LD,ZT06
20190309_CLK856_LD_ZT06_AR04_AGGAAG,7,8,0,1,2:s_LNv,2019-03-09,LD,ZT06
20190309_CLK856_LD_ZT06_AR04_AGGACA,1,0,0,1,1:DN1p_CNMa,2019-03-09,LD,ZT06
20190309_CLK856_LD_ZT06_AR04_CAACAG,0,0,1,7,7:DN1p,2019-03-09,LD,ZT06
20190309_CLK856_LD_ZT06_AR04_CAACCA,4,23,1,1,2:s_LNv,2019-03-09,LD,ZT06
20190309_CLK856_LD_ZT06_AR04_CATGAG,0,7,0,0,2:s_LNv,2019-03-09,LD,ZT06
20190309_CLK856_LD_ZT06_AR04_CTCAAC,8,34,0,0,2:s_LNv,2019-03-09,LD,ZT06
20190309_CLK856_LD_ZT06_AR04_CTCATG,0,0,0,0,1:DN1p_CNMa,2019-03-09,LD,ZT06
20190309_CLK856_LD_ZT06_AR04_CTGTAC,0,2,0,7,7:DN1p,2019-03-09,LD,ZT06
20190309_CLK856_LD_ZT06_AR04_CTGTTG,0,0,0,6,18:DN1p,2019-03-09,LD,ZT06
20190309_CLK856_LD_ZT06_AR04_CTTCAC,0,0,3,0,9:LNd_NPF,2019-03-09,LD,ZT06
20190309_CLK856_LD_ZT06_AR04_CTTCGA,7,43,0,0,2:s_LNv,2019-03-09,LD,ZT06
20190309_CLK856_LD_ZT06_AR04_CTTCTG,1,1,0,1,19:DN2,2019-03-09,LD,ZT06
20190309_CLK856_LD_ZT06_AR04_GAAGGA,0,0,6,0,4:DN1p,2019-03-09,LD,ZT06
20190309_CLK856_LD_ZT06_AR04_GAAGTG,0,34,0,0,2:s_LNv,2019-03-09,LD,ZT06
20190309_CLK856_LD_ZT06_AR04_GAGTAC,0,0,0,1,15:DN1p_CNMa,2019-03-09,LD,ZT06
20190309_CLK856_LD_ZT06_AR04_GATCTG,0,0,1,0,1:DN1p_CNMa,2019-03-09,LD,ZT06
20190309_CLK856_LD_ZT06_AR04_GTACAG,0,16,1,1,14:DN3,2019-03-09,LD,ZT06
20190309_CLK856_LD_ZT06_AR04_GTACTC,0,0,2,0,12:LNd,2019-03-09,LD,ZT06
20190309_CLK856_LD_ZT06_AR04_GTCTAG,0,0,0,1,1:DN1p_CNMa,2019-03-09,LD,ZT06
20190309_CLK856_LD_ZT06_AR04_GTCTCA,0,0,0,2,6:DN1p,2019-03-09,LD,ZT06
20190309_CLK856_LD_ZT06_AR04_GTCTTC,0,3,0,0,3:DN1a,2019-03-09,LD,ZT06
20190309_CLK856_LD_ZT06_AR04_GTGAAG,1,1,27,2,5:LNd_Trissin,2019-03-09,LD,ZT06
20190309_CLK856_LD_ZT06_AR04_GTGACA,0,0,0,2,18:DN1p,2019-03-09,LD,ZT06
20190309_CLK856_LD_ZT06_AR04_GTGATC,0,0,0,0,2:s_LNv,2019-03-09,LD,ZT06
20190309_CLK856_LD_ZT06_AR04_GTTGAG,0,0,10,0,25:l_LNv,2019-03-09,LD,ZT06
20190309_CLK856_LD_ZT06_AR04_GTTGCA,0,0,0,0,14:DN3,2019-03-09,LD,ZT06
20190309_CLK856_LD_ZT06_AR04_GTTGTC,0,0,14,0,9:LNd_NPF,2019-03-09,LD,ZT06
20190309_CLK856_LD_ZT06_AR04_TCCTCA,0,1,2,0,2:s_LNv,2019-03-09,LD,ZT06
20190309_CLK856_LD_ZT06_AR04_TCGAAG,0,0,1,1,1:DN1p_CNMa,2019-03-09,LD,ZT06
20190309_CLK856_LD_ZT06_AR04_TCTGAG,0,0,0,0,4:DN1p,2019-03-09,LD,ZT06
20190309_CLK856_LD_ZT06_AR04_TCTGTC,0,0,70,2,8:LN_ITP,2019-03-09,LD,ZT06
20190309_CLK856_LD_ZT06_AR04_TGAGTG,2,0,0,2,7:DN1p,2019-03-09,LD,ZT06
20190309_CLK856_LD_ZT06_AR04_TGCATG,0,1,0,0,19:DN2,2019-03-09,LD,ZT06
20190309_CLK856_LD_ZT06_AR04_TGTCAC,0,0,3,1,5:LNd_Trissin,2019-03-09,LD,ZT06
20190228_CLK856_LD_ZT10_AR01_ACAGAC,2,14,0,0,2:s_LNv,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR01_ACGTAC,0,0,2,1,1:DN1p_CNMa,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR01_AGACCA,0,0,18,0,29:LPN,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR01_AGCTTC,2,0,2,0,15:DN1p_CNMa,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR01_AGGAAG,0,2,42,0,8:LN_ITP,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR01_AGTGAG,0,0,0,0,1:DN1p_CNMa,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR01_AGTGTC,4,9,0,0,2:s_LNv,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR01_CAACTC,4,4,1,0,2:s_LNv,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR01_CACTAG,0,4,0,0,3:DN1a,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR01_CACTTC,1,0,101,1,5:LNd_Trissin,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR01_CAGAAG,0,0,0,1,6:DN1p,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR01_CAGACA,0,0,0,4,19:DN2,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR01_CAGATC,0,0,1,0,29:LPN,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR01_CTAGGA,0,0,1,0,29:LPN,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR01_CTCAAC,0,1,71,0,8:LN_ITP,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR01_CTCATG,0,1,0,9,19:DN2,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR01_CTTCGA,1,0,0,0,6:DN1p,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR01_GAAGAC,0,0,7,1,5:LNd_Trissin,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR01_GAAGGA,0,0,5,0,9:LNd_NPF,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR01_GAAGTG,0,0,0,0,19:DN2,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR01_GACAGA,2,1,0,1,2:s_LNv,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR01_GTACAG,0,1,0,1,1:DN1p_CNMa,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR01_GTCTCA,0,16,0,0,3:DN1a,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR01_GTGACA,0,1,31,0,5:LNd_Trissin,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR01_GTTGCA,0,0,0,0,18:DN1p,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR01_GTTGTC,0,11,0,0,3:DN1a,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR01_TCACCA,0,0,0,4,1:DN1p_CNMa,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR01_TCCTAG,1,0,0,0,1:DN1p_CNMa,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR01_TCCTCA,3,17,0,0,2:s_LNv,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR01_TCCTTC,0,0,9,0,4:DN1p,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR01_TCGACA,0,0,6,0,12:LNd,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR01_TGAGAC,3,0,0,0,15:DN1p_CNMa,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR01_TGAGGA,0,0,0,6,18:DN1p,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR01_TGCAAC,0,0,0,7,1:DN1p_CNMa,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR01_TGCATG,6,0,1,0,20:DN3,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR01_TGGTAC,2,0,1,2,19:DN2,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR01_TGGTTG,0,11,0,0,3:DN1a,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR01_TGTCGA,1,1,1,0,12:LNd,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR03_ACAGAC,6,74,0,0,2:s_LNv,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR03_ACCAAC,1,5,0,0,3:DN1a,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR03_ACCATG,1,0,0,3,1:DN1p_CNMa,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR03_ACGTAC,0,0,1,0,25:l_LNv,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR03_ACGTGA,0,0,0,0,7:DN1p,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR03_ACTCTG,2,0,0,1,1:DN1p_CNMa,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR03_AGACCA,1,24,0,0,2:s_LNv,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR03_AGCTTC,0,3,0,1,2:s_LNv,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR03_CAACCA,0,1,0,2,19:DN2,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR03_CAGAAG,0,0,0,2,1:DN1p_CNMa,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR03_CAGACA,0,0,4,0,9:LNd_NPF,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR03_CAGATC,0,0,3,0,5:LNd_Trissin,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR03_CTAGGA,2,1,3,3,1:DN1p_CNMa,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR03_CTCAAC,0,0,1,1,15:DN1p_CNMa,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR03_CTCAGA,0,0,0,0,1:DN1p_CNMa,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR03_CTCATG,7,2,0,1,2:s_LNv,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR03_CTGTAC,0,1,0,0,29:LPN,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR03_CTGTGA,0,0,53,0,8:LN_ITP,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR03_CTTCGA,0,0,1,0,9:LNd_NPF,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR03_GAAGGA,2,9,1,0,3:DN1a,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR03_GACAAC,0,6,2,0,2:s_LNv,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR03_GACATG,0,0,0,1,7:DN1p,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR03_GAGTAC,3,2,0,0,2:s_LNv,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR03_GATCAC,0,0,0,6,19:DN2,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR03_GATCGA,0,2,0,0,3:DN1a,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR03_GATCTG,0,1,0,2,1:DN1p_CNMa,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR03_GTACAG,2,1,0,1,6:DN1p,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR03_GTCTCA,0,0,1,0,19:DN2,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR03_GTGAAG,1,1,98,0,8:LN_ITP,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR03_GTGACA,0,0,8,0,4:DN1p,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR03_GTTGAG,0,0,0,1,19:DN2,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR03_GTTGTC,0,0,0,0,29:LPN,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR03_TCACCA,1,0,3,0,1:DN1p_CNMa,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR03_TCACTC,4,0,0,0,6:DN1p,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR03_TCTGCA,0,0,0,0,1:DN1p_CNMa,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR03_TGAGAC,0,0,22,0,5:LNd_Trissin,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR03_TGCAGA,0,74,0,1,2:s_LNv,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR03_TGCATG,0,9,0,0,3:DN1a,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR05_ACAGAC,0,3,0,0,2:s_LNv,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR05_ACAGGA,0,2,55,0,5:LNd_Trissin,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR05_ACCAGA,0,0,0,0,1:DN1p_CNMa,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR05_ACGTGA,0,0,0,0,20:DN3,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR05_ACGTTG,0,1,18,0,9:LNd_NPF,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR05_ACTCGA,5,3,0,0,2:s_LNv,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR05_AGACAG,7,11,0,0,2:s_LNv,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR05_AGACCA,2,0,0,0,3:DN1a,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR05_AGCTTC,0,1,0,6,18:DN1p,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR05_CACTTC,0,4,1,0,3:DN1a,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR05_CAGAAG,0,7,0,1,14:DN3,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR05_CTCAAC,0,0,0,2,6:DN1p,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR05_CTGTTG,0,0,0,0,15:DN1p_CNMa,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR05_CTTCGA,1,0,2,0,9:LNd_NPF,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR05_GAAGAC,3,0,41,0,5:LNd_Trissin,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR05_GAAGTG,0,0,26,0,5:LNd_Trissin,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR05_GACAGA,0,1,0,2,6:DN1p,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR05_GTACAG,2,78,1,0,2:s_LNv,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR05_GTACCA,0,0,3,1,1:DN1p_CNMa,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR05_GTCTAG,3,0,0,2,1:DN1p_CNMa,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR05_GTCTTC,3,11,3,0,2:s_LNv,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR05_GTGACA,7,68,3,1,2:s_LNv,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR05_GTTGAG,5,2,3,0,2:s_LNv,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR05_TCCTAG,0,0,44,0,8:LN_ITP,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR05_TCCTCA,2,1,0,0,20:DN3,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR05_TCCTTC,0,12,0,0,3:DN1a,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR05_TCGATC,0,0,1,0,20:DN3,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR05_TCTGAG,0,0,0,2,1:DN1p_CNMa,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR05_TCTGTC,2,0,2,0,2:s_LNv,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR05_TGCAGA,3,0,0,3,7:DN1p,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR05_TGGTAC,1,0,0,1,19:DN2,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR05_TGGTTG,1,6,2,0,2:s_LNv,2019-02-28,LD,ZT10
20190228_CLK856_LD_ZT10_AR05_TGTCGA,0,0,5,0,4:DN1p,2019-02-28,LD,ZT10
20190301_CLK856_LD_ZT10_AR01_ACAGAC,1,0,5,9,7:DN1p,2019-03-01,LD,ZT10
20190301_CLK856_LD_ZT10_AR01_ACAGTG,3,1,1,1,6:DN1p,2019-03-01,LD,ZT10
20190301_CLK856_LD_ZT10_AR01_ACCAGA,1,0,0,0,7:DN1p,2019-03-01,LD,ZT10
20190301_CLK856_LD_ZT10_AR01_ACGTGA,0,0,29,1,5:LNd_Trissin,2019-03-01,LD,ZT10
20190301_CLK856_LD_ZT10_AR01_ACGTTG,0,0,14,0,12:LNd,2019-03-01,LD,ZT10
20190301_CLK856_LD_ZT10_AR01_ACTCAC,0,0,0,0,1:DN1p_CNMa,2019-03-01,LD,ZT10
20190301_CLK856_LD_ZT10_AR01_ACTCGA,0,1,0,0,3:DN1a,2019-03-01,LD,ZT10
20190301_CLK856_LD_ZT10_AR01_AGACAG,0,8,5,0,3:DN1a,2019-03-01,LD,ZT10
